id,name,description,price,category,restaurant_id,is_active,created_at,updated_at
132,Agua Mineral,Botella 500ml,1.29,Bebidas,3,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
133,Sushi Roll,"Arroz, alga, salmón y aguacate",8.99,Japonesa,3,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
134,Tempura de Camarón,Camarones empanizados y fritos,6.99,Japonesa,3,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
135,Ramen,Sopa de fideos con cerdo y huevo,7.49,Japonesa,5,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
136,Pollo a la Parrilla,Pechuga de pollo asada,5.49,Parrilla,3,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
137,Costillas BBQ,Costillas de cerdo con salsa BBQ,9.99,Parrilla,3,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
138,Ensalada Mixta,"Lechuga, tomate, zanahoria y pepino",3.99,Ensaladas,5,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
139,Spaghetti Boloñesa,Pasta con salsa de carne,6.99,Italiana,5,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
140,Lasaña,"Capas de pasta, carne y queso",7.99,Italiana,3,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
141,Pan de Ajo,Pan horneado con ajo y mantequilla,2.49,Acompañamientos,3,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
142,Nachos con Queso,Totopos con queso fundido,3.99,Mexicana,5,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
143,Guacamole,"Aguacate, tomate, cebolla y limón",2.99,Mexicana,5,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
144,Agua de Horchata,Bebida de arroz y canela,1.99,Bebidas,3,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
145,Café Americano,Café negro,1.49,Bebidas,5,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
146,Té Helado,Té frío con limón,1.79,Bebidas,3,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
147,Brownie,Pastel de chocolate,2.99,Postres,3,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
148,Helado de Vainilla,Helado cremoso de vainilla,2.49,Postres,5,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
149,Flan,Postre de huevo y caramelo,2.99,Postres,5,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
150,Sopa Azteca,Sopa de tortilla con chile y queso,4.99,Mexicana,3,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
151,Tostadas de Pollo,Tortilla crujiente con pollo y verduras,3.99,Mexicana,5,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
152,Croissant,Pan francés hojaldrado,2.29,Panadería,3,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
153,Bagel,Pan redondo con semillas,2.19,Panadería,3,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
154,Jugo de Manzana,Bebida natural de manzana,2.49,Bebidas,5,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
155,Sándwich de Jamón,"Pan, jamón, queso y lechuga",3.49,Comida rápida,5,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
156,Hot Dog,"Pan, salchicha y aderezos",2.99,Comida rápida,3,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
157,Empanada de Pollo,Masa rellena de pollo,2.79,Panadería,3,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
158,Muffin de Arándanos,Panquecillo con arándanos,2.59,Postres,5,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
159,Ensalada de Frutas,Frutas frescas de temporada,3.49,Ensaladas,3,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
160,Sopa de Pollo,Caldo con pollo y verduras,4.49,Sopas,5,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
161,Té Verde,Bebida caliente de té verde,1.69,Bebidas,3,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
162,Smoothie de Fresa,Batido de fresa y yogur,3.29,Bebidas,5,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
163,Pizza Pepperoni,Pizza con pepperoni y queso,8.49,Italiana,3,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
164,Sopa Miso,Sopa japonesa de miso y tofu,3.99,Japonesa,3,true,Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:23:15 GMT-0600 (hora estándar central)
165,Hamburguesa Clásica,"Carne, queso, lechuga y tomate",5.99,Comida rápida,5,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
166,Papas Fritas,Papas crujientes con sal,2.49,Acompañamientos,3,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
167,Coca-Cola,Bebida gaseosa 355ml,1.99,Bebidas,3,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
168,Pizza Margarita,"Salsa de tomate, queso mozzarella y albahaca",7.99,Italiana,5,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
169,Ensalada César,"Lechuga romana, crutones, queso parmesano",4.99,Ensaladas,5,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
170,Jugo Natural de Naranja,Exprimido al momento,2.79,Bebidas,3,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
171,Taco al Pastor,"Cerdo marinado, piña y cebolla",3.99,Mexicana,3,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
172,Quesadilla de Pollo,Tortilla con queso y pollo,4.49,Mexicana,3,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
173,Agua Mineral,Botella 500ml,1.29,Bebidas,3,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
174,Sushi Roll,"Arroz, alga, salmón y aguacate",8.99,Japonesa,3,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
175,Tempura de Camarón,Camarones empanizados y fritos,6.99,Japonesa,3,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
176,Ramen,Sopa de fideos con cerdo y huevo,7.49,Japonesa,5,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
177,Pollo a la Parrilla,Pechuga de pollo asada,5.49,Parrilla,5,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
178,Costillas BBQ,Costillas de cerdo con salsa BBQ,9.99,Parrilla,5,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
179,Ensalada Mixta,"Lechuga, tomate, zanahoria y pepino",3.99,Ensaladas,5,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
180,Spaghetti Boloñesa,Pasta con salsa de carne,6.99,Italiana,3,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
181,Lasaña,"Capas de pasta, carne y queso",7.99,Italiana,5,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
182,Pan de Ajo,Pan horneado con ajo y mantequilla,2.49,Acompañamientos,3,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
183,Nachos con Queso,Totopos con queso fundido,3.99,Mexicana,3,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
184,Guacamole,"Aguacate, tomate, cebolla y limón",2.99,Mexicana,5,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
185,Agua de Horchata,Bebida de arroz y canela,1.99,Bebidas,3,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
186,Café Americano,Café negro,1.49,Bebidas,3,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
187,Té Helado,Té frío con limón,1.79,Bebidas,3,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
188,Brownie,Pastel de chocolate,2.99,Postres,3,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
189,Helado de Vainilla,Helado cremoso de vainilla,2.49,Postres,3,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
190,Flan,Postre de huevo y caramelo,2.99,Postres,5,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
191,Sopa Azteca,Sopa de tortilla con chile y queso,4.99,Mexicana,3,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
192,Tostadas de Pollo,Tortilla crujiente con pollo y verduras,3.99,Mexicana,3,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
193,Croissant,Pan francés hojaldrado,2.29,Panadería,5,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
194,Bagel,Pan redondo con semillas,2.19,Panadería,3,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
195,Jugo de Manzana,Bebida natural de manzana,2.49,Bebidas,3,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
196,Sándwich de Jamón,"Pan, jamón, queso y lechuga",3.49,Comida rápida,5,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
197,Hot Dog,"Pan, salchicha y aderezos",2.99,Comida rápida,5,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
198,Empanada de Pollo,Masa rellena de pollo,2.79,Panadería,5,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
199,Muffin de Arándanos,Panquecillo con arándanos,2.59,Postres,5,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
200,Ensalada de Frutas,Frutas frescas de temporada,3.49,Ensaladas,5,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
201,Sopa de Pollo,Caldo con pollo y verduras,4.49,Sopas,3,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
202,Té Verde,Bebida caliente de té verde,1.69,Bebidas,3,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
203,Smoothie de Fresa,Batido de fresa y yogur,3.29,Bebidas,5,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
204,Pizza Pepperoni,Pizza con pepperoni y queso,8.49,Italiana,5,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
205,Sopa Miso,Sopa japonesa de miso y tofu,3.99,Japonesa,5,true,Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:37:32 GMT-0600 (hora estándar central)
206,Hamburguesa Clásica,"Carne, queso, lechuga y tomate",5.99,Comida rápida,5,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
207,Papas Fritas,Papas crujientes con sal,2.49,Acompañamientos,3,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
208,Coca-Cola,Bebida gaseosa 355ml,1.99,Bebidas,3,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
209,Pizza Margarita,"Salsa de tomate, queso mozzarella y albahaca",7.99,Italiana,3,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
210,Ensalada César,"Lechuga romana, crutones, queso parmesano",4.99,Ensaladas,5,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
211,Jugo Natural de Naranja,Exprimido al momento,2.79,Bebidas,3,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
212,Taco al Pastor,"Cerdo marinado, piña y cebolla",3.99,Mexicana,5,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
213,Quesadilla de Pollo,Tortilla con queso y pollo,4.49,Mexicana,3,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
214,Agua Mineral,Botella 500ml,1.29,Bebidas,3,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
215,Sushi Roll,"Arroz, alga, salmón y aguacate",8.99,Japonesa,5,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
216,Tempura de Camarón,Camarones empanizados y fritos,6.99,Japonesa,3,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
217,Ramen,Sopa de fideos con cerdo y huevo,7.49,Japonesa,5,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
218,Pollo a la Parrilla,Pechuga de pollo asada,5.49,Parrilla,5,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
219,Costillas BBQ,Costillas de cerdo con salsa BBQ,9.99,Parrilla,5,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
220,Ensalada Mixta,"Lechuga, tomate, zanahoria y pepino",3.99,Ensaladas,3,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
221,Spaghetti Boloñesa,Pasta con salsa de carne,6.99,Italiana,3,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
222,Lasaña,"Capas de pasta, carne y queso",7.99,Italiana,5,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
223,Pan de Ajo,Pan horneado con ajo y mantequilla,2.49,Acompañamientos,5,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
224,Nachos con Queso,Totopos con queso fundido,3.99,Mexicana,5,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
225,Guacamole,"Aguacate, tomate, cebolla y limón",2.99,Mexicana,5,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
226,Agua de Horchata,Bebida de arroz y canela,1.99,Bebidas,5,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
227,Café Americano,Café negro,1.49,Bebidas,5,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
228,Té Helado,Té frío con limón,1.79,Bebidas,3,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
229,Brownie,Pastel de chocolate,2.99,Postres,5,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
230,Helado de Vainilla,Helado cremoso de vainilla,2.49,Postres,5,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
231,Flan,Postre de huevo y caramelo,2.99,Postres,3,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
232,Sopa Azteca,Sopa de tortilla con chile y queso,4.99,Mexicana,5,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
233,Tostadas de Pollo,Tortilla crujiente con pollo y verduras,3.99,Mexicana,3,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
234,Croissant,Pan francés hojaldrado,2.29,Panadería,3,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
235,Bagel,Pan redondo con semillas,2.19,Panadería,5,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
236,Jugo de Manzana,Bebida natural de manzana,2.49,Bebidas,3,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
237,Sándwich de Jamón,"Pan, jamón, queso y lechuga",3.49,Comida rápida,3,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
238,Hot Dog,"Pan, salchicha y aderezos",2.99,Comida rápida,5,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
239,Empanada de Pollo,Masa rellena de pollo,2.79,Panadería,5,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
240,Muffin de Arándanos,Panquecillo con arándanos,2.59,Postres,5,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
241,Ensalada de Frutas,Frutas frescas de temporada,3.49,Ensaladas,5,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
242,Sopa de Pollo,Caldo con pollo y verduras,4.49,Sopas,3,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
243,Té Verde,Bebida caliente de té verde,1.69,Bebidas,3,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
244,Smoothie de Fresa,Batido de fresa y yogur,3.29,Bebidas,5,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
245,Pizza Pepperoni,Pizza con pepperoni y queso,8.49,Italiana,5,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
246,Sopa Miso,Sopa japonesa de miso y tofu,3.99,Japonesa,5,true,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
247,Hamburguesa Clásica,"Carne, queso, lechuga y tomate",5.99,Comida rápida,3,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
248,Papas Fritas,Papas crujientes con sal,2.49,Acompañamientos,5,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
249,Coca-Cola,Bebida gaseosa 355ml,1.99,Bebidas,5,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
250,Pizza Margarita,"Salsa de tomate, queso mozzarella y albahaca",7.99,Italiana,3,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
251,Ensalada César,"Lechuga romana, crutones, queso parmesano",4.99,Ensaladas,5,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
252,Jugo Natural de Naranja,Exprimido al momento,2.79,Bebidas,3,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
253,Taco al Pastor,"Cerdo marinado, piña y cebolla",3.99,Mexicana,3,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
254,Quesadilla de Pollo,Tortilla con queso y pollo,4.49,Mexicana,5,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
255,Agua Mineral,Botella 500ml,1.29,Bebidas,3,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
256,Sushi Roll,"Arroz, alga, salmón y aguacate",8.99,Japonesa,5,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
257,Tempura de Camarón,Camarones empanizados y fritos,6.99,Japonesa,3,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
258,Ramen,Sopa de fideos con cerdo y huevo,7.49,Japonesa,5,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
259,Pollo a la Parrilla,Pechuga de pollo asada,5.49,Parrilla,5,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
260,Costillas BBQ,Costillas de cerdo con salsa BBQ,9.99,Parrilla,3,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
261,Ensalada Mixta,"Lechuga, tomate, zanahoria y pepino",3.99,Ensaladas,3,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
262,Spaghetti Boloñesa,Pasta con salsa de carne,6.99,Italiana,5,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
263,Lasaña,"Capas de pasta, carne y queso",7.99,Italiana,3,true,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
