id,restaurant_id,name,description,created_at,updated_at
112,5,Kangaroo With Grape Sauce,"A heartwarming Kazakh soup, featuring fresh asian greens and an aromatic blend of traditional spices.",Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
113,3,Spinach And Crocodile Pie,"A delightful tart combining rich arugula and sweet custard apples daikon, set in a buttery pastry shell and finished with a hint of mint.",Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
114,5,California Maki,"A delightful tart combining sweet rhubarb and sweet apricot, set in a buttery pastry shell and finished with a hint of dill.",Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
115,5,Sushi,"Tenderly braised ostrich in a rich balti stir fry mix and broccoli sauce, served with a side of creamy asparagus.",Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
116,3,Pho,"An exquisite duck roast, infused with the essence of snowpea, slow-roasted to bring out its natural flavors and served with a side of creamy brussels sprouts",Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
117,5,Crispy Goose With Lettuce,"Our creamy rabbit, slow-cooked to perfection, accompanied by steamed endive and a rich, savory gravy.",Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
118,3,Apricot And Pear Tart,"A classic pie filled with delicious crocodile and salty kombu, baked in a juicy pastry crust and topped with a golden-brown lattice.",Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
119,3,Ruben's Special Adzuki Beans,"A slow-roasted Red-faced Cormorant with a moist, salty exterior. Stuffed with cherry and covered in currant sauce. Sides with sun dried tomatoes puree and wild chives.",Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
120,3,Punjabi Olive Oil Soup,"Juicy chicken, grilled to your liking and drizzled with a bold ginger sauce, served alongside roasted beetroot.",Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
121,5,Hummus,"Our salty salmon, slow-cooked to perfection, accompanied by steamed jerusalem artichoke and a rich, savory gravy.",Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
122,3,Chicken With Papaw Sauce,"A classic pie filled with delicious venison and bitter trout, baked in a golden pastry crust and topped with a golden-brown lattice.",Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
123,3,Hummus,"Juicy pigeon, grilled to your liking and drizzled with a bold pot marjoram sauce, served alongside roasted leeks.",Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
124,5,Fettuccine Alfredo,A special white lychees from Somalia. To support the strong flavor it is sided with a tablespoon of tarragon.,Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:51:48 GMT-0600 (hora estándar central)
125,3,Massaman Curry,"Baked sesame seeds-stuffed pigeon, seasoned with paprika and fluffy herbs, accompanied by roasted chilli pepper medley.",Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
126,5,Pasta Carbonara,"An exquisite salmon roast, infused with the essence of sprout, slow-roasted to bring out its natural flavors and served with a side of creamy artichoke",Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
127,5,Philadelphia Maki,A simple kiwi fruit pie. No fancy stuff. Just pie.,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
128,3,Scotch Eggs,"Juicy ostrich, grilled to your liking and drizzled with a bold lime leaves sauce, served alongside roasted sweet potato.",Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
129,3,Eduardo's Special Macadamia Oil,"Crispy fried lamb bites, seasoned with asafoetida and served with a tangy pear dipping sauce.",Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
130,3,Salmon Nigiri,"A succulent quail steak, encased in a moist sumac crust, served with a side of mustard mashed cucumber.",Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
131,5,Poutine,"An exquisite duck roast, infused with the essence of guava, slow-roasted to bring out its natural flavors and served with a side of creamy french eschallots",Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
132,5,Cheeseburger,"Baked coffee-stuffed venison, seasoned with galangal and bitter herbs, accompanied by roasted swiss chard medley.",Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
133,5,Kangaroo Steak,A special orchid mahi mahi from Vietnam. To support the strong flavor it is sided with a tablespoon of fines herbes.,Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
134,5,Tuna Sashimi,"A delightful tart combining crunchy cornichons and sweet prune, set in a buttery pastry shell and finished with a hint of chives.",Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
135,3,Souvlaki,"A slow-roasted Florida Scrub-Jay with a tender, rich exterior. Stuffed with goji berry and covered in orange sauce. Sides with rhubarb puree and wild hijiki.",Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
136,5,Garlic-rubbed Goose Salad,"Hearty trout and emu stew, slow-cooked with saffron and kohlrabi for a comforting, flavorful meal.",Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
137,5,French Toast,"Hearty cannellini beans and goose stew, slow-cooked with baharat and radicchio for a comforting, flavorful meal.",Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
138,3,Dried Apricot-infused Duck Roast,"Juicy salmon, grilled to your liking and drizzled with a bold tikka masala sauce, served alongside roasted spinach.",Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
139,5,Chilli Con Carne,"Fresh shark with a pinch of tikka masala, topped by a caramelized custard apples daikon with whipped cream",Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
140,3,Pho,"Grilled duck kebabs, marinated in Yamal spices and served with a fresh red pepper and cranberry salad.",Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
141,3,Balti Stir Fry Mix-crusted Quail,"Fresh mixed greens tossed with ras-el-hanout-rubbed crocodile, green beans, and a light dressing.",Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
142,5,Meatballs With Sauce,"Baked water-stuffed emu, seasoned with lime leaves and juicy herbs, accompanied by roasted peas medley.",Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
143,5,Anglo-Indian Asian Noodles Soup,"Our tangy lamb, slow-cooked to perfection, accompanied by steamed iceberg lettuce and a rich, savory gravy.",Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
144,3,Turkey With Fingerlime Sauce,"Fresh chinese cabbage with a pinch of cassia, topped by a caramelized lychee with whipped cream",Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central),Tue Jun 24 2025 15:52:16 GMT-0600 (hora estándar central)
